기초지자체,카테고리중분류명 ,기초지자체 검색건수,기초지자체 검색건수 비율,중분류 검색건수,중분류 검색건수 비율
부여군,자연관광,508517,3.7,6286,1.2
부여군,체험관광,508517,3.7,1025,0.2
서산시,기타관광,902439,6.5,114179,12.7
서산시,레저스포츠,902439,6.5,35897,4.0
서산시,문화관광,902439,6.5,43065,4.8
서산시,쇼핑,902439,6.5,35835,4.0
서산시,숙박,902439,6.5,58706,6.5
서산시,역사관광,902439,6.5,187754,20.8
서산시,음식,902439,6.5,242086,26.8
서산시,자연관광,902439,6.5,183603,20.3
서산시,체험관광,902439,6.5,1314,0.1
서천군,기타관광,452166,3.3,101405,22.4
서천군,레저스포츠,452166,3.3,6862,1.5
서천군,문화관광,452166,3.3,60628,13.4
서천군,쇼핑,452166,3.3,62546,13.8
서천군,숙박,452166,3.3,33579,7.4
서천군,역사관광,452166,3.3,16655,3.7
서천군,음식,452166,3.3,45228,10.0
서천군,자연관광,452166,3.3,123680,27.4
서천군,체험관광,452166,3.3,1583,0.4
아산시,기타관광,1943342,14.0,516826,26.6
아산시,레저스포츠,1943342,14.0,87563,4.5
아산시,문화관광,1943342,14.0,189254,9.7
아산시,쇼핑,1943342,14.0,103165,5.3
아산시,숙박,1943342,14.0,114016,5.9
아산시,역사관광,1943342,14.0,94147,4.8
아산시,음식,1943342,14.0,618528,31.8
아산시,자연관광,1943342,14.0,68405,3.5
아산시,체험관광,1943342,14.0,151438,7.8
예산군,기타관광,775408,5.6,280349,36.2
예산군,레저스포츠,775408,5.6,9405,1.2
예산군,문화관광,775408,5.6,64172,8.3
예산군,쇼핑,775408,5.6,5155,0.7
예산군,숙박,775408,5.6,83951,10.8
예산군,역사관광,775408,5.6,108796,14.0
예산군,음식,775408,5.6,152907,19.7
예산군,자연관광,775408,5.6,54804,7.1
예산군,체험관광,775408,5.6,15869,2.0
천안시 동남구,기타관광,1750712,12.6,259800,14.8
천안시 동남구,레저스포츠,1750712,12.6,106804,6.1
천안시 동남구,문화관광,1750712,12.6,354898,20.3
천안시 동남구,쇼핑,1750712,12.6,184464,10.5
천안시 동남구,숙박,1750712,12.6,81749,4.7
천안시 동남구,역사관광,1750712,12.6,45013,2.6
천안시 동남구,음식,1750712,12.6,665985,38.0
천안시 동남구,자연관광,1750712,12.6,30505,1.7
천안시 동남구,체험관광,1750712,12.6,21494,1.2
천안시 서북구,기타관광,1639576,11.8,11464,0.7
천안시 서북구,레저스포츠,1639576,11.8,33847,2.1
천안시 서북구,문화관광,1639576,11.8,140130,8.5
천안시 서북구,쇼핑,1639576,11.8,201307,12.3
천안시 서북구,숙박,1639576,11.8,145814,8.9
천안시 서북구,역사관광,1639576,11.8,1641,0.1
천안시 서북구,음식,1639576,11.8,1093365,66.7
천안시 서북구,자연관광,1639576,11.8,9981,0.6
천안시 서북구,체험관광,1639576,11.8,2027,0.1
청양군,기타관광,110721,0.8,41911,37.9
청양군,레저스포츠,110721,0.8,5636,5.1
청양군,문화관광,110721,0.8,12396,11.2
청양군,쇼핑,110721,0.8,3291,3.0
청양군,숙박,110721,0.8,8857,8.0
청양군,역사관광,110721,0.8,9644,8.7
청양군,음식,110721,0.8,17146,15.5
청양군,자연관광,110721,0.8,11294,10.2
청양군,체험관광,110721,0.8,546,0.5
태안군,기타관광,1624543,11.7,110544,6.8
태안군,레저스포츠,1624543,11.7,94309,5.8
태안군,문화관광,1624543,11.7,101354,6.2
태안군,쇼핑,1624543,11.7,37957,2.3
태안군,숙박,1624543,11.7,364737,22.5
태안군,역사관광,1624543,11.7,18609,1.1
태안군,음식,1624543,11.7,208464,12.8
태안군,자연관광,1624543,11.7,668453,41.1
태안군,체험관광,1624543,11.7,20116,1.2
홍성군,기타관광,339423,2.5,77600,22.9
홍성군,레저스포츠,339423,2.5,1765,0.5
홍성군,문화관광,339423,2.5,28520,8.4
홍성군,쇼핑,339423,2.5,18669,5.5
홍성군,숙박,339423,2.5,15607,4.6
홍성군,역사관광,339423,2.5,12301,3.6
홍성군,음식,339423,2.5,107262,31.6
홍성군,자연관광,339423,2.5,76992,22.7
홍성군,체험관광,339423,2.5,707,0.2
