기초지자체,카테고리중분류명 ,기초지자체 검색건수,기초지자체 검색건수 비율,중분류 검색건수,중분류 검색건수 비율
천안시 서북구,음식,2732055,12.2,1847557,67.6
천안시 서북구,자연관광,2732055,12.2,16845,0.6
천안시 서북구,체험관광,2732055,12.2,2908,0.1
청양군,기타관광,160960,0.7,47679,29.6
청양군,레저스포츠,160960,0.7,6869,4.3
청양군,문화관광,160960,0.7,12842,8.0
청양군,쇼핑,160960,0.7,5803,3.6
청양군,숙박,160960,0.7,18616,11.6
청양군,역사관광,160960,0.7,13403,8.3
청양군,음식,160960,0.7,41618,25.9
청양군,자연관광,160960,0.7,13266,8.2
청양군,체험관광,160960,0.7,864,0.5
태안군,기타관광,2789872,12.5,146522,5.3
태안군,레저스포츠,2789872,12.5,175864,6.3
태안군,문화관광,2789872,12.5,138613,5.0
태안군,쇼핑,2789872,12.5,100065,3.6
태안군,숙박,2789872,12.5,738732,26.5
태안군,역사관광,2789872,12.5,27416,1.0
태안군,음식,2789872,12.5,512731,18.4
태안군,자연관광,2789872,12.5,938161,33.6
태안군,체험관광,2789872,12.5,11768,0.4
홍성군,기타관광,574903,2.6,96269,16.7
홍성군,레저스포츠,574903,2.6,2387,0.4
홍성군,문화관광,574903,2.6,41121,7.2
홍성군,쇼핑,574903,2.6,25129,4.4
홍성군,숙박,574903,2.6,40665,7.1
홍성군,역사관광,574903,2.6,16536,2.9
홍성군,음식,574903,2.6,232940,40.5
홍성군,자연관광,574903,2.6,117397,20.4
홍성군,체험관광,574903,2.6,2459,0.4
