기초지자체,카테고리중분류명 ,기초지자체 검색건수,기초지자체 검색건수 비율,중분류 검색건수,중분류 검색건수 비율
예산군,숙박,365185,3.9,47071,12.9
예산군,역사관광,365185,3.9,70223,19.2
예산군,음식,365185,3.9,81397,22.3
예산군,자연관광,365185,3.9,25669,7.0
예산군,체험관광,365185,3.9,6948,1.9
천안시 동남구,기타관광,1206257,12.8,200813,16.6
천안시 동남구,레저스포츠,1206257,12.8,73628,6.1
천안시 동남구,문화관광,1206257,12.8,248496,20.6
천안시 동남구,쇼핑,1206257,12.8,131223,10.9
천안시 동남구,숙박,1206257,12.8,63354,5.3
천안시 동남구,역사관광,1206257,12.8,32385,2.7
천안시 동남구,음식,1206257,12.8,414694,34.4
천안시 동남구,자연관광,1206257,12.8,23388,1.9
천안시 동남구,체험관광,1206257,12.8,18276,1.5
천안시 서북구,기타관광,1096029,11.7,9177,0.8
천안시 서북구,레저스포츠,1096029,11.7,22395,2.0
천안시 서북구,문화관광,1096029,11.7,117216,10.7
천안시 서북구,쇼핑,1096029,11.7,152090,13.9
천안시 서북구,숙박,1096029,11.7,91773,8.4
천안시 서북구,역사관광,1096029,11.7,886,0.1
천안시 서북구,음식,1096029,11.7,695377,63.4
천안시 서북구,자연관광,1096029,11.7,6661,0.6
천안시 서북구,체험관광,1096029,11.7,454,0.0
청양군,기타관광,81897,0.9,35324,43.1
청양군,레저스포츠,81897,0.9,3910,4.8
청양군,문화관광,81897,0.9,9389,11.5
청양군,쇼핑,81897,0.9,1913,2.3
청양군,숙박,81897,0.9,5911,7.2
청양군,역사관광,81897,0.9,6689,8.2
청양군,음식,81897,0.9,9269,11.3
청양군,자연관광,81897,0.9,9085,11.1
청양군,체험관광,81897,0.9,407,0.5
태안군,기타관광,1109489,11.8,82370,7.4
태안군,레저스포츠,1109489,11.8,64776,5.8
태안군,문화관광,1109489,11.8,83130,7.5
태안군,쇼핑,1109489,11.8,25136,2.3
태안군,숙박,1109489,11.8,176038,15.9
태안군,역사관광,1109489,11.8,12915,1.2
태안군,음식,1109489,11.8,133131,12.0
태안군,자연관광,1109489,11.8,511169,46.1
태안군,체험관광,1109489,11.8,20824,1.9
홍성군,기타관광,233823,2.5,59713,25.5
홍성군,레저스포츠,233823,2.5,1475,0.6
홍성군,문화관광,233823,2.5,20211,8.6
홍성군,쇼핑,233823,2.5,13371,5.7
홍성군,숙박,233823,2.5,6756,2.9
홍성군,역사관광,233823,2.5,8265,3.5
홍성군,음식,233823,2.5,64595,27.6
홍성군,자연관광,233823,2.5,59151,25.3
홍성군,체험관광,233823,2.5,286,0.1
