기초지자체,카테고리중분류명 ,기초지자체 검색건수,기초지자체 검색건수 비율,중분류 검색건수,중분류 검색건수 비율
서산시,체험관광,1378204,5.9,2164,0.2
서천군,기타관광,637234,2.7,111261,17.5
서천군,레저스포츠,637234,2.7,10537,1.7
서천군,문화관광,637234,2.7,54270,8.5
서천군,쇼핑,637234,2.7,95874,15.0
서천군,숙박,637234,2.7,69138,10.8
서천군,역사관광,637234,2.7,21845,3.4
서천군,음식,637234,2.7,107970,16.9
서천군,자연관광,637234,2.7,164807,25.9
서천군,체험관광,637234,2.7,1532,0.2
아산시,기타관광,3570902,15.2,786671,22.0
아산시,레저스포츠,3570902,15.2,142887,4.0
아산시,문화관광,3570902,15.2,253387,7.1
아산시,쇼핑,3570902,15.2,144626,4.1
아산시,숙박,3570902,15.2,244236,6.8
아산시,역사관광,3570902,15.2,131463,3.7
아산시,음식,3570902,15.2,1608518,45.0
아산시,자연관광,3570902,15.2,61214,1.7
아산시,체험관광,3570902,15.2,197900,5.5
예산군,기타관광,1343798,5.7,219776,16.4
예산군,레저스포츠,1343798,5.7,41867,3.1
예산군,문화관광,1343798,5.7,47694,3.5
예산군,쇼핑,1343798,5.7,232964,17.3
예산군,숙박,1343798,5.7,232427,17.3
예산군,역사관광,1343798,5.7,127867,9.5
예산군,음식,1343798,5.7,383259,28.5
예산군,자연관광,1343798,5.7,31845,2.4
예산군,체험관광,1343798,5.7,26099,1.9
천안시 동남구,기타관광,2979643,12.7,295915,9.9
천안시 동남구,레저스포츠,2979643,12.7,160732,5.4
천안시 동남구,문화관광,2979643,12.7,421851,14.2
천안시 동남구,쇼핑,2979643,12.7,313299,10.5
천안시 동남구,숙박,2979643,12.7,246090,8.3
천안시 동남구,역사관광,2979643,12.7,68026,2.3
천안시 동남구,음식,2979643,12.7,1427689,47.9
천안시 동남구,자연관광,2979643,12.7,26706,0.9
천안시 동남구,체험관광,2979643,12.7,19335,0.6
천안시 서북구,기타관광,3085559,13.1,22598,0.7
천안시 서북구,레저스포츠,3085559,13.1,62383,2.0
천안시 서북구,문화관광,3085559,13.1,234622,7.6
천안시 서북구,쇼핑,3085559,13.1,298979,9.7
천안시 서북구,숙박,3085559,13.1,318813,10.3
천안시 서북구,역사관광,3085559,13.1,3772,0.1
천안시 서북구,음식,3085559,13.1,2133545,69.1
천안시 서북구,자연관광,3085559,13.1,7448,0.2
천안시 서북구,체험관광,3085559,13.1,3399,0.1
청양군,기타관광,179617,0.8,37270,20.7
청양군,레저스포츠,179617,0.8,8340,4.6
청양군,문화관광,179617,0.8,18167,10.1
청양군,쇼핑,179617,0.8,6160,3.4
청양군,숙박,179617,0.8,22461,12.5
청양군,역사관광,179617,0.8,13828,7.7
청양군,음식,179617,0.8,60114,33.5
청양군,자연관광,179617,0.8,12336,6.9
청양군,체험관광,179617,0.8,941,0.5
태안군,기타관광,2397063,10.2,134279,5.6
태안군,레저스포츠,2397063,10.2,150765,6.3
태안군,문화관광,2397063,10.2,126815,5.3
태안군,쇼핑,2397063,10.2,93094,3.9
태안군,숙박,2397063,10.2,683325,28.5
태안군,역사관광,2397063,10.2,25197,1.1
태안군,음식,2397063,10.2,508172,21.2
태안군,자연관광,2397063,10.2,664916,27.7
태안군,체험관광,2397063,10.2,10500,0.4
홍성군,기타관광,611453,2.6,100959,16.5
홍성군,레저스포츠,611453,2.6,2412,0.4
홍성군,문화관광,611453,2.6,56348,9.2
홍성군,쇼핑,611453,2.6,25996,4.3
홍성군,숙박,611453,2.6,46094,7.5
홍성군,역사관광,611453,2.6,18475,3.0
홍성군,음식,611453,2.6,272443,44.6
홍성군,자연관광,611453,2.6,86601,14.2
홍성군,체험관광,611453,2.6,2125,0.3
