year,month,Province,City,Location,Search_Volume
2022,1,충청남도,천안시,서북구,15431
2022,2,충청남도,천안시,서북구,11991
2022,3,충청남도,천안시,서북구,13855
2022,4,충청남도,천안시,서북구,15246
2022,5,충청남도,천안시,서북구,19300
2022,6,충청남도,천안시,서북구,17863
2022,7,충청남도,천안시,서북구,19721
2022,8,충청남도,천안시,서북구,22009
2022,9,충청남도,천안시,서북구,22056
2022,10,충청남도,천안시,서북구,23627
2022,11,충청남도,천안시,서북구,23758
2022,12,충청남도,천안시,서북구,22721
2023,1,충청남도,천안시,서북구,24550
2023,2,충청남도,천안시,서북구,24737
2023,3,충청남도,천안시,서북구,28930
2023,4,충청남도,천안시,서북구,30779
2023,5,충청남도,천안시,서북구,33696
2023,6,충청남도,천안시,서북구,32619
2023,7,충청남도,천안시,서북구,35379
2023,8,충청남도,천안시,서북구,39178
2023,9,충청남도,천안시,서북구,34934
2023,10,충청남도,천안시,서북구,35687
2023,11,충청남도,천안시,서북구,39295
2023,12,충청남도,천안시,서북구,38716
2024,1,충청남도,천안시,서북구,40811
2024,2,충청남도,천안시,서북구,38041
2024,3,충청남도,천안시,서북구,46235
2024,4,충청남도,천안시,서북구,46350
2024,5,충청남도,천안시,서북구,47635
2024,6,충청남도,천안시,서북구,38556
2024,7,충청남도,천안시,서북구,37311
2024,8,충청남도,천안시,서북구,33577
2024,9,충청남도,천안시,서북구,30576
2024,10,충청남도,천안시,서북구,30648
