기초지자체,카테고리중분류명 ,기초지자체 검색건수,기초지자체 검색건수 비율,중분류 검색건수,중분류 검색건수 비율
증평군,쇼핑,319648,2.1,5764,1.8
증평군,숙박,319648,2.1,27400,8.6
증평군,역사관광,319648,2.1,2047,0.6
증평군,음식,319648,2.1,165418,51.8
증평군,자연관광,319648,2.1,17357,5.4
증평군,체험관광,319648,2.1,4948,1.5
진천군,기타관광,910561,5.9,69643,7.6
진천군,레저스포츠,910561,5.9,183674,20.2
진천군,문화관광,910561,5.9,38420,4.2
진천군,쇼핑,910561,5.9,20945,2.3
진천군,숙박,910561,5.9,66469,7.3
진천군,역사관광,910561,5.9,120335,13.2
진천군,음식,910561,5.9,373558,41.0
진천군,자연관광,910561,5.9,33799,3.7
진천군,체험관광,910561,5.9,3718,0.4
청주시 상당구,기타관광,1390641,9.0,89766,6.5
청주시 상당구,레저스포츠,1390641,9.0,78306,5.6
청주시 상당구,문화관광,1390641,9.0,225091,16.2
청주시 상당구,쇼핑,1390641,9.0,56806,4.1
청주시 상당구,숙박,1390641,9.0,91502,6.6
청주시 상당구,역사관광,1390641,9.0,51198,3.7
청주시 상당구,음식,1390641,9.0,753204,54.2
청주시 상당구,자연관광,1390641,9.0,40467,2.9
청주시 상당구,체험관광,1390641,9.0,4301,0.3
청주시 서원구,기타관광,1004065,6.5,10349,1.0
청주시 서원구,레저스포츠,1004065,6.5,45410,4.5
청주시 서원구,문화관광,1004065,6.5,56933,5.7
청주시 서원구,쇼핑,1004065,6.5,31739,3.2
청주시 서원구,숙박,1004065,6.5,11975,1.2
청주시 서원구,역사관광,1004065,6.5,9189,0.9
청주시 서원구,음식,1004065,6.5,824416,82.1
청주시 서원구,자연관광,1004065,6.5,270,0.0
청주시 서원구,체험관광,1004065,6.5,13784,1.4
청주시 청원구,기타관광,1844408,12.0,441472,23.9
청주시 청원구,레저스포츠,1844408,12.0,92265,5.0
청주시 청원구,문화관광,1844408,12.0,159954,8.7
청주시 청원구,쇼핑,1844408,12.0,14513,0.8
청주시 청원구,숙박,1844408,12.0,133990,7.3
청주시 청원구,역사관광,1844408,12.0,21876,1.2
청주시 청원구,음식,1844408,12.0,968465,52.5
청주시 청원구,자연관광,1844408,12.0,11205,0.6
청주시 청원구,체험관광,1844408,12.0,668,0.0
청주시 흥덕구,기타관광,2656174,17.2,811561,30.6
청주시 흥덕구,레저스포츠,2656174,17.2,86239,3.2
청주시 흥덕구,문화관광,2656174,17.2,131452,4.9
청주시 흥덕구,쇼핑,2656174,17.2,338581,12.7
청주시 흥덕구,숙박,2656174,17.2,168901,6.4
청주시 흥덕구,역사관광,2656174,17.2,3537,0.1
청주시 흥덕구,음식,2656174,17.2,1111510,41.8
청주시 흥덕구,자연관광,2656174,17.2,2432,0.1
청주시 흥덕구,체험관광,2656174,17.2,1961,0.1
충주시,기타관광,2381590,15.4,178864,7.5
충주시,레저스포츠,2381590,15.4,500282,21.0
충주시,문화관광,2381590,15.4,163477,6.9
충주시,쇼핑,2381590,15.4,53341,2.2
충주시,숙박,2381590,15.4,276534,11.6
충주시,역사관광,2381590,15.4,22756,1.0
충주시,음식,2381590,15.4,1014340,42.6
충주시,자연관광,2381590,15.4,116569,4.9
충주시,체험관광,2381590,15.4,55427,2.3
